13390011,Asuransi Kesehatan dan Jiwa Bagi Pimpinan Penasihat dan Pegawai KPK TA 2015,0,Komisi Pemberantasan Korupsi,25503129700,22688088000,17430434926,PT.ASURANSI JIWA RECAPITAL
13389011,Pengadaan Peralatan Penunjang Unit Paket II Non Elektronik,0,Komisi Pemberantasan Korupsi,358644825,358644825,308666050,PT.KING 8
13379011,Pengadaan Personal Computer (PC) Kantor Pertanahan Kabupaten Bogor,0,LPSE Kementerian Keuangan Jawa Barat,564200000,513083750,467775000,CV.Garuda Prima
13378011,Pengadaan Barang Inventaris Tahun 2014 pada Kanwil DJP Jatim III,0,LPSE Kementerian Keuangan Jawa Timur,819381200,818968000,665206300,CV. MATRACONS
13374011,PENGADAAN HT BASE STATION SSB TELSAT RADAR KAPAL DAN RADAR SCANNER,0,Direktorat Jenderal Bea dan Cukai,915000000,875600000,769527000,CV. SINAR LEMPAN
13368011,Pengadaan Lisensi Software Application Server Tahun Anggaran 2014,0,Direktorat Jenderal Pajak,779196000,725986800,722660000,PT. Inspirasi Teknologi Mandiri
13367011,Pengadaan Peralatan Kantor dan Rumah Tangga,0,Kementerian Sekretariat Negara,281299000,281000000,276345300,CV. Generasi Inovasi Teknologi
13366011,Pengadaan Jasa Akomodasi DTU Orientasi Pajak Angkatan IV dan V Pusdiklat Pajak T.A 2014,0,Badan Pendidikan dan Pelatihan Keuangan,5427000000,5425630000,5258630000,PT. Prawara Syandana
13360011,Pengadaan Jasa Pemeliharaan Perangkat Komputer Server Merk IBM Dan Sarana Penunjang Beserta Perpanjangan Software Support Untuk Lisensi Perangkat Lunak Websphere Di Lingkungan DJBC TA 2015,0,Direktorat Jenderal Bea dan Cukai,52100754000,20883444346,17380000000,P.T. Mitra Infosarana
13359011,Pengadaan Alat Pengolah Data dan Perlengkapan Kantor,0,PUSDIKLATWAS BPKP,455400000,455400000,364319450,CV. Dokumindo Bina Sejahtera
13358011,Pekerjaan Pengerasan Jalan di Lingkungan Sekolah Tinggi Akuntansi Negara Tahun Anggaran 2014,0,Badan Pendidikan dan Pelatihan Keuangan,500000000,499848000,484550000,SEQUANDRA
13356011,Pengadaan Meubelair Keperluan KPPN Khusus Penerimaan,0,Direktorat Jenderal Perbendaharaan,971107649,971107649,840917500,CV. DUA PUTRA PRIMA
13354011,Pengadaan Perangkat Infrastruktur DRC Kementerian Keuangan Tahun Anggaran 2014,0,Sekretariat Jenderal Kementerian Keuangan,4290000000,3206500000,3203494800,PT Mitra Solusi Infokom
13353011,Pengadaan Peralatan/Perlengkapan Perkantoran,0,Sekretariat Presiden Jakarta,463608000,412610000,402317300,pt.gelora surya abadi
13352011,Pengadaan Perangkat Pendukung TIK Kementerian Keuangan Tahun Anggaran 2014,0,Sekretariat Jenderal Kementerian Keuangan,10000000000,2597247488,,
13346011,PEREMAJAAN SARANA DAN PRASARANA LAYANAN PERPUSTAKAAN NASIONAL,0,Perpustakaan Nasional R.I.,4850000000,4850000000,4755290000,PT.JAWA CENTRALCIPTA GLOBAL
13345011,Pengadaan Alat Pengolah Data Pusdiklat Pengembangan Sumber Daya Manusia Tahun Anggaran 2014,0,Badan Pendidikan dan Pelatihan Keuangan,448853000,438018000,415800000,PT. KHRONZ INDONESIA
13343011,Pengadaan Rak Arsip Kantor Pertanahan Kabupaten Bogor,0,LPSE Kementerian Keuangan Jawa Barat,450000000,449625000,427350000,PT. Scholz Indonesia
13342011,Pengadaan Alat Ukur Kantor Pertanahan Kota Bandung,0,LPSE Kementerian Keuangan Jawa Barat,305000000,305000000,301950000,PT. CATUR MULTI INFOTAMA
13341011,Pengadaan Lisensi Software Case Management Tahun Anggaran 2014,0,Direktorat Jenderal Pajak,1048452000,967982400,962400000,PT. Inspirasi Teknologi Mandiri
13338011,Pengadaan Jasa Penyediaan Konsumsi DTSD Angkatan III dan IV Pusdiklat Pajak Tahun Anggaran 2014,0,Badan Pendidikan dan Pelatihan Keuangan,1210860000,1210860000,1063827000,pt. rizky ikhtiar mandiri
13337011,Pengadaan Publikasi Kebijakan di Bidang Keuangan Negara Melalui Media Massa Cetak Nasional Sekretariat Jenderal Kementerian Keuangan Tahun Anggaran 2014,0,Sekretariat Jenderal Kementerian Keuangan,3911116000,3123472000,2611185672,PT TRANSITO ADIMAN JATI
13335011,Pengadaan Barang Cetakan SPT Tahunan Pajak Penghasilan Tahun Pajak 2014 dan Kelengkapannya Pada Unit Kerja Kanwil DJP Papua dan Maluku T.A. 2014,0,LPSE Kementerian Keuangan Papua,695629000,672720150,596417745,CV. CIPTA MANDIRI
13333011,Pemutakhiran Jaminan Layanan Penggunaan dan Pemeliharaan Perangkat Keras (Hardware),0,Unit Kerja Bidang Pengawasan dan Pengendalian Pembangunan (UKP-PPP),1141644000,1141243000,1081710431,CV. KARYA PUTRI MANDIRI
13331011,PENGADAAN WEB SERVER RACK SYSTEM UNTUK DATA CENTER DAN INTEROPERABILITAS APLIKASI PERPUSTAKAAN MITRA (TAHAP III),0,Perpustakaan Nasional R.I.,1920000000,1920000000,1889970000,CV. Panorma
13330011,PENYEDIAAN INFRASTRUKTUR PEMBANGUNAN E-LIBRARY UNTUK PERPUSTAKAAN MITRA KABUPATEN/KOTA (TAHAP 3),0,Perpustakaan Nasional R.I.,3000000000,3000000000,2927875000,PT.SURYA CIPTA AGUNG
13328011,Pengadaan Bahan Komputer,0,Otoritas Jasa Keuangan,3585830232,3585787316,3567784000,PT ERA SUPPLIES INDONESIA
13327011,Pengadaan Perangkat Video Wall ITCC Dan Learning Center,0,Otoritas Jasa Keuangan,2500000000,2492210120,2481122210,PT AQILA SISTEM
13326011,Pengadaan Brankas Tempat Penyimpanan Barang Bukti Kejaksaan Tinggi Sumatera Selatan,0,LPSE Kementerian Keuangan Sumatera Selatan,300000000,292500000,229350000,CV.ANUGRAH BERSAUDARA
13320011,Pengadaan Peralatan Laboratorium Pengecatan Otomotif Jurusan Mesin Politeknik Negeri Ambon,0,LPSE Kementerian Keuangan Ambon,1056149000,1056149000,1015500000,CV. SERAM UTARA AGUNG
13319011,Pengadaan Peralatan Kantor dan Peralatan Pendukung Praktikum Jurusan Akuntansi,0,LPSE Kementerian Keuangan Ambon,560331752,560331752,489000000,CV. DETIRA
13318011,Pengadaan Peralatan Laboratorium KesekretariatanPengetikan dan Perkantoran Jurusan Administrasi Niaga Politeknik Negeri Ambon,0,LPSE Kementerian Keuangan Ambon,428032734,428032734,352000000,CV. Rosi Prima Karya
13314011,Pengadaan Perangkat Keamanan Akses Gedung,0,Kementerian BUMN,1600000000,1598291200,1544653000,PT Visualindo Presentaprima
13309011,Pengadaan Alat Tulis Kantor Semester II Sekretariat BPPK Tahun Anggaran 2014,0,Badan Pendidikan dan Pelatihan Keuangan,200000000,199961575,195582750,PT. DWITAMA SENTOSA
13307011,Pengadaan Alat Pengolah Data dan Komunikasi (PC dan Laptop),0,Direktorat Jenderal Kekayaan Negara,3540000000,3171642169,3162930276,PT HARRISMA INFORMATIKA JAYA
13306011,PENGADAAN MEUBEULAIR DAN PARTISI GEDUNG BARU KPP PRATAMA SUBANG TA 2014,0,LPSE Kementerian Keuangan Jawa Barat,1100000000,1098000000,1036814000,CV. DUA PUTRA PRIMA
13301011,pengadaan NAS Disk Enclosure For Dell,0,Pusat Pelaporan dan Analisis Transaksi Keuangan,196951920,196951920,195085000,CV. SUMBER SETIA ABADI
13300011,Pengadaan Jasa Akomodasi DTU Orientasi Angkatan III dan IV Pusdiklat Pajak T.A 2014,0,Badan Pendidikan dan Pelatihan Keuangan,1818000000,1817920000,1811720000,PT. Prawara Syandana
13298011,Pengadaan Perangkat Keamanan Informasi Kementerian Keuangan Tahun Anggaran 2014,0,Sekretariat Jenderal Kementerian Keuangan,4010100000,982272947,776977916,PT. LANGIT KREASI SOLUSINDO
13297011,Pengadaan Barang Habis Pakai dan Suku Cadang Mesin MTU untuk Kapal Patroli BC,0,LPSE Kementerian Keuangan Kepulauan Riau,1800000000,1770228350,1770054550,PT Antakesuma Inti Raharja
13296011,Pengadaan Meubelair Rumah Dinas BPK RI Perwakilan Provinsi Sumatera Utara,0,LPSE Kementerian Keuangan Sumatera Utara,264068750,264068750,254974500,CV. BINTANG JAYA
13295011,Pencetakan SPT Tahunan PPh Tahun Anggaran 2014 beserta kelengkapannya dan LPAD,0,LPSE Kementerian Keuangan Bali,854889000,735173406,629279700,PT. MULTI MAJU SEJAHTERA
13291011,PEMBUATAN TANAMAN REBOISASI PENGKAYAAN 50 HA DI BALANG MALINGU DESA BEROANGING KEC. BANGKALA BARAT KABUPATEN JENEPONTO,0,LPSE Kementerian Keuangan Wilayah Sulawesi Selatan,335390000,335390000,332934000,CV.RAFARA
13290011,Penyusunan Profil Kompetensi Pejabat Dan Pegawai Kementerian Sekretariat Negara Tahun Anggaran 2014,0,Kementerian Sekretariat Negara,176520000,176414700,142835000,PT. QUANTUM HRM INTERNASIONAL
13289011,PEMBUATAN TANAMAN REBOISASI PENGKAYAAN 50 HA DI GAMASIA DESA GUNUNG SILANU KEC. BANGKALA KABUPATEN JENEPONTO,0,LPSE Kementerian Keuangan Wilayah Sulawesi Selatan,335390000,335390000,332750000,CV.PILAR MITRATAMA
13284011,Pengadaan Formulir SPT Tahunan PPh Wajib Pajak Orang Pribadi dan Wajib Pajak Badan Beserta Kelengkapannya pada Kantor Wilayah DJP Jakarta Timur Tahun Anggaran 2014,0,Direktorat Jenderal Pajak,946323000,920502638,720564680,CV Indocitra Mandiri
13280011,PENGADAAN BARANG INVENTARIS KANTOR PADA KANTOR WILAYAH DJP RIAU DAN KEPULAUAN RIAU,0,LPSE Kementerian Keuangan Riau,835000000,829200000,788777000,CV. RANI MANUNGGAL SEHATI 2011
13279011,Pengadaan Jasa Penyelenggaraan Pertukaran Data Elektronik Kepabeanan di Lingkungan Direktorat Jenderal Bea dan Cukai Tahun 2015,0,Direktorat Jenderal Bea dan Cukai,1.05E+11,1.05E+11,1.04E+11,PT. EDI INDONESIA
13278011,FURNITURE DAN ASSESORIS KANTOR PELAYANAN PAJAK PRATAMA SEKAYU,0,LPSE Kementerian Keuangan Sumatera Selatan,2565932000,2385654000,2112900000,CV. Anugerah Bakti
13277011,GRAND DESIGN E-LIBRARY PERPUSTAKAAN NASIONAL RI 2015-2019,0,Perpustakaan Nasional R.I.,700000000,700000000,685000000,PT. CITRA MEDIA INTERAKTIF
13275011,Pengadaan Barang Suku Cadang Genset Kantor Wilayah DJP Kalimantan Timur,0,LPSE Kementerian Keuangan Kalimantan Timur,650000000,542953000,449515000,PT. Hartoshi Indo Pratama
13273011,Pengadaan Sarana dan Prasarana Tahap 3 berupa Mesin X-Ray,0,Komisi Pemberantasan Korupsi,425000000,425000000,369490000,CV Bounga Solusi Informatika
13272011,Pengadaan Notebook Keperluan Kantor Pusat dan Kantor Vertikal Ditjen Perbendaharaan Tahun Anggaran 2014,0,Direktorat Jenderal Perbendaharaan,1000000000,1000000000,980000000,PT. AMTEK SOLUSINDO
13266011,Jasa Pencetakan SPT Tahunan PPh Tahun 2014 beserta Kelengkapannya pada Kanwil DJP D.I. Yogyakarta,0,LPSE Kementerian Keuangan Yogyakarta,449888000,446128655,388503100,PT. MULTI MAJU SEJAHTERA
13264011,PENGADAAN MOBILE STORAGE/ ROLL O PACK KANTOR REGIONAL XII BKN PEKANBARU,0,LPSE Kementerian Keuangan Riau,440000000,435600000,398750000,CV. YUNIS TAMA KARYA
13263011,PENGADAAN/PENCETAKAN FORMULIR SPT TAHUNAN PPh BESERTA KELENGKAPANNYA TAHUN ANGGARAN 2014 KANTOR WILAYAH DJP JAWA BARAT I,0,LPSE Kementerian Keuangan Jawa Barat,2664000000,2662199462,2135705500,PT. Pura Barutama
13262011,PENGADAAN PENCETAKAN PITA CUKAI DESAIN TAHUN 2015 DAN 2016,0,Direktorat Jenderal Bea dan Cukai,7.14E+11,7.09E+11,6.93E+11,Perum Percetakan Uang Republik Indonesia
13261011,Pengadaan Mebelair Dan Peralatan Kantor,0,LPSE Kementerian Keuangan Sumatera Barat,1142311000,1072000000,1025896000,CV. NUANSA GRAFIKA
13260011,Pengadaan PC dan Notebook,0,Pusat Pelaporan dan Analisis Transaksi Keuangan,399835244,399835244,396676500,PT. PERDANA MATRIKS INTERSISTEM
13259011,Pengadaan Tinta Paket 3,0,Komisi Pemberantasan Korupsi,299282025,299282025,268158990,CV. Citra Gemilang Mandiri
13257011,PENGADAAN KOLEKSI BUKU UMUM UPT. PERPUSTAKAAN PROKLAMATOR BUNG HATTA,0,Perpustakaan Nasional R.I.,713440000,713440000,600625586,CV ARTHA MAS KAYANA
13256011,Pengadaan Jasa Pindahan Kantor Pengadilan Pajak Tahun Anggaran 2014,0,Sekretariat Jenderal Kementerian Keuangan,1000000000,632840144,461741700,PT. MULTI ANGKUTAN EKSPRESS
13254011,Pengadaan Pekerjaan Renovasi Interior Gedung Prijadi Praptosuhardjo III B Lantai 2 Keperluan KPPN Khusus Penerimaan,0,Direktorat Jenderal Perbendaharaan,1284692178,1284692178,1125250966,PT. JAFRI SENTOSA
13252011,PANITIA REHAB KANTOR LPP RRI PALEMBANG,0,LPSE Kementerian Keuangan Sumatera Selatan,275881000,240109000,209135000,ARYA PRATAMA
13250011,Pengadaan SPT Tahunan PPh beserta kelengkapannya pada Kanwil DJP Jakarta Utara Tahun Anggaran 2014,0,Direktorat Jenderal Pajak,700000000,687733200,620338400,PT. MULTI MAJU SEJAHTERA
13249011,Pengadaan Computer Supplies II TA.2014,0,Direktorat Jenderal Perimbangan Keuangan,252390000,252200000,192219500,PT. ERASTORE
13248011,Perencanaan Renovasi Gedung Kementerian Sekretariat Negara (Gudang Sekretariat Presiden) Jl. Veteran III Jakarta Pusat,0,Kementerian Sekretariat Negara,678400000,647872000,544753000,PT.GUBAHLARAS Arsitek & Perencana
13244011,PEKERJAAN RENOVASI ATAP GEDUNG DIESEL PEMANCAR DI INDRALAYA,0,LPSE Kementerian Keuangan Sumatera Selatan,430919000,376617000,294450000,MULIA BANGUN
13243011,Pengadaan dan Pemasangan Pompa Cooling Tower di Gedung Kantor Sayap Barat Istana,0,Kementerian Sekretariat Negara,680000000,679574000,543688200,CV.Giat Berkarya
13242011,Pengadaan Pencetakan Formulir SPT Tahunan PPh Beserta Kelengkapannya Untuk Keperluan Kantor Wilayah DJP Jakarta Pusat Tahun Anggaran 2014,0,Direktorat Jenderal Pajak,1000000000,755779200,750146000,PT. MULTI MAJU SEJAHTERA
13239011,Pengadaan Fasilitas Perkantoran III Sekretariat Pengadilan Pajak Tahun Anggaran 2014,0,Sekretariat Jenderal Kementerian Keuangan,980112000,904818750,706860000,PT.KING 8
13238011,Pengadaan Walkthrough Metal Detector UPS dan Stabilizer,0,Direktorat Jenderal Bea dan Cukai,370400000,348776350,306790000,YUNIX CIPTA MANDIRI
13237011,Pengadaan Penyedia Jasa Penyelenggara Kegiatan (Event Organizer) Pameran Industri Keuangan Indonesia Tahun Anggaran 2014,0,Otoritas Jasa Keuangan,6565000000,6145111110,5499118944,PT KERABAT DYAN UTAMA
13236011,Pengadaan Fasilitas Perkantoran IV Sekretariat Pengadilan Pajak Tahun Anggaran 2014,0,Sekretariat Jenderal Kementerian Keuangan,1055611000,835849000,749551000,CV. SURYA CITRA MANDIRI
13235011,Pengadaan Barang Cetakan Berupa Formulir SPT Tahunan PPh Tahun 2014 Beserta Kelengkapannya pada Kanwil DJP Nusa Tenggara,0,LPSE Kementerian Keuangan Nusa Tenggara Barat,999563000,999563000,794365000,CV. CIPTA MANDIRI
13234011,Pengadaan Peremajaan Jaringan LAN Kantor Perwakilan BPK RI Provinsi Bali Kalimantan Barat Kalimantan Selatan dan Sulawesi Selatan,0,Badan Pemeriksa Keuangan RI Pusat,3600000000,3578930000,3280373800,PT Telekomunikasi Indonesia Tbk
13233011,Pengadaan Peremajaan Jaringan Lan Kantor Perwakilan Medan Aceh Dan Pusdiklat Kalibata,0,Badan Pemeriksa Keuangan RI Pusat,3900000000,3897195000,3425840000,PT Praweda Ciptakarsa Informatika
13231011,Pengadaan Meubelair dan Inventaris Kantor,0,Direktorat Jenderal Bea dan Cukai,1050000000,1036896100,950950000,CV Sembilan Benua
13230011,PENGADAAN PERANGKAT PENGOLAH DATA DAN KOMUNIKASI III TAHUN ANGGARAN 2014,0,Sekretariat Jenderal Kementerian Keuangan,565845000,558139754,553910500,PT.COMPLUS SISTEM SOLUSI
13228011,Pengadaan Formulir SPT Tahunan PPh Tahun 2014 Beserta Kelengkapannya,0,Direktorat Jenderal Pajak,660000000,656318080,535804665,CV. MUS KARYA
13227011,Pengadaan Pengembangan Aplikasi Helpdesk Sistem Informasi,0,Otoritas Jasa Keuangan,1000000000,687176291,684200000,PT. Mitra Integrasi Informatika
13226011,Pengadaan Mesin Absensi Keperluan Kantor Pusat Dan Kantor Vertikal Ditjen Perbendaharaan Tahun Anggaran 2014,0,Direktorat Jenderal Perbendaharaan,1600000000,1440000000,1397957000,CV. TUNAS PATI
13219011,PENGADAAN JASA PEMUSNAHAN BARANG DIKUASAI NEGARA,0,Direktorat Jenderal Bea dan Cukai,2400000000,2078175000,2069182500,PT Holcim Indonesia Tbk
13218011,Pengadaan Supplies Komputer Merk Lexmark Keperluan Implementasi SPAN TA 2014,0,Direktorat Jenderal Perbendaharaan,2516757760,2516757760,2215059000,PT. AMTEK INTERNASIONAL
13217011,Pengadaan Jasa Penyediaan Konsumsi DTSD Pajak II Angkatan II Pusdiklat Pajak Tahun Anggaran 2014,0,Badan Pendidikan dan Pelatihan Keuangan,484120000,480935000,437619000,CV.RIANA SAKTI UTAMA
13216011,Pekerjaan Pembangunan stadion Mini Kampus Sekolah Tinggi Akuntansi Negara,0,Badan Pendidikan dan Pelatihan Keuangan,950000000,543500000,525012000,CV. Desada Theamada
13215011,Pengadaan Formulir Formulir LPAD Untuk Tahun Anggaran 2014 Pada Kanwil DJP Bengkulu dan Lampung,0,LPSE Kementerian Keuangan Lampung,600000000,253295000,175956000,CV. MECOSUPRIN KREASI
13210011,Pengadaan Perangkat Komunikasi (PABX) Sekretariat Pengadilan Pajak Tahun Anggaran 2014,0,Sekretariat Jenderal Kementerian Keuangan,992152000,886000000,831490000,CV. MAHADEWI PERTIWI
13209011,Pengadaan Fasilitas Perkantoran II Sekretariat Pengadilan Pajak Tahun Anggaran 2014,0,Sekretariat Jenderal Kementerian Keuangan,2379213000,2349552000,1894530000,CV. GIZA EMERALD
13208011,Pengadaan Peralatan Laboratorium Komputer Jurusan Akuntansi Politeknik Negeri Ambon,0,LPSE Kementerian Keuangan Ambon,782961817,782961817,,
13207011,PENGADAAN PERALATAN LABORATORIUM KOMPUTER JURUSAN ADMINISTRASI NIAGA POLITEKNIK NEGERI AMBON,0,LPSE Kementerian Keuangan Ambon,676809064,676809064,,
13205011,PENGADAAN FORMULIR DAN BUKU PETUNJUK PENGISIAN SPT TAHUNAN PPh BESERTA KELENGKAPANNNYA PADA KANWIL DJP SUMSEL DAN KEP. BABEL,0,LPSE Kementerian Keuangan Sumatera Selatan,1000000000,995606440,837892400,PT. MULTI MAJU SEJAHTERA
13202011,Lelang Pengadaan Mebeler,0,LPSE Kementerian Keuangan Sumatera Utara,788500000,788500000,662200000,CV. RAHMAT RIZKY
13201011,Pengadaan Perangkat Infrastruktur TIK Sekretariat Pengadilan Pajak Tahun Anggaran 2014,0,Sekretariat Jenderal Kementerian Keuangan,3125898000,3023020724,2371182000,PT Praweda Ciptakarsa Informatika
13199011,Pengadaan/Pencetakan Formulir SPT Tahunan PPh Beserta Kelengkapannya Tahun Anggaran 2014 Kantor Wilayah DJP Jawa Barat II,0,LPSE Kementerian Keuangan Jawa Barat,2000000000,1977860000,1338551600,PT. MULTI MAJU SEJAHTERA
13197011,Pengadaan Mesin Tempel Kapal Patroli Speedboat 300 HP dan 200 HP,0,Direktorat Jenderal Bea dan Cukai,1500000000,1462568000,1309308000,CV. SINAR LEMPAN
13196011,Pengadaan Barang Cetakan Lembar Pengawasan Arus Dokumen (LPAD) dan SPT Tahunan PPh Tahun 2014 beserta Kelengkapannya (SPT) Kantor Wilayah Direktorat Jenderal Pajak Kalimantan Timur,0,LPSE Kementerian Keuangan Kalimantan Timur,1350000000,1263953900,740070265,CV. ADI PRINT
13195011,Pengadaan Bahan Pakaian Dinas Pegawai,0,Direktorat Jenderal Bea dan Cukai,2094684750,2094684750,1919560500,ORBIT MITRA SEJATI
13194011,Pengadaan Hardware TI,0,Pusat Pelaporan dan Analisis Transaksi Keuangan,473097125,473097125,469029000,CV. SUMBER SETIA ABADI
13190011,PENGADAAN LEMARI MOBILE FILE KANTOR PERWAKILAN BPK RI,0,Badan Pemeriksa Keuangan RI Pusat,1300000000,1179101000,1037653430,PT. Adiska Tunggal Pasada
13189011,Pengadaan Jasa Konsultansi Perencanaan Arsitektur IT Gedung KPK,0,Komisi Pemberantasan Korupsi,460900000,460900000,387860000,PT. Global Piranti Solusi
13184011,Pengadaan Perangkat Media Interaktif (Interactive Board) pada 12 kantor perwakilan BPK RI,0,Badan Pemeriksa Keuangan RI Pusat,2550000000,2550000000,1999000000,PT. BAGUS HARAPAN TRITUNGGAL
13183011,Pengadaan SPT Tahunan PPh Beserta Kelengkapannya Pada Kantor Wilayah DJP Sulawesi Selatan Barat dan Tenggara Tahun 2014,0,LPSE Kementerian Keuangan Wilayah Sulawesi Selatan,2558390000,2342730000,1735002000,CV. ADI PRINT
13182011,Pengadaan Alat Tulis Kantor (ATK) Paket 3,0,Komisi Pemberantasan Korupsi,199960677,199960677,162585401,CV. Citra Gemilang Mandiri
13181011,Pengadaan Penggantian Suku Cadang UPS Toshiba Berupa Penggantian Battery Pada Kantor-Kantor Direktorat Jenderal Pajak,0,Direktorat Jenderal Pajak,8673318000,8019488734,8019364100,PT PHALYA SUPHALA EMAS
13180011,Pengadaan SPT Tahunan PPh beserta kelengkapannya pada Kantor Wilayah DJP Jakarta Selatan Tahun Anggaran 2014,0,Direktorat Jenderal Pajak,1100000000,1094935600,804584000,CV.PERMATAJAYAKENCANA
13179011,Pengadaan Formulir SPT Tahunan PPh Tahun 2014 beserta Kelengkapannya pada Kantor Wilayah DJP Sumut I,0,LPSE Kementerian Keuangan Sumatera Utara,992992000,972325000,918372000,CV TRI AGUNG NASIONAL
13178011,Pengadaan Pemeliharaan Perangkat Jaringan Tahun 2014,0,Sekretariat Jenderal Kementerian Keuangan,5000000000,434227976,399300000,CV. Pendawa Inti Data
13177011,Pembangunan Lobby Mess dan Canopy Selasar pada Gedung Kantor Pusdiklatwas BPKP,0,PUSDIKLATWAS BPKP,301230000,301230000,280163000,PT.Hana Cipta Jaya
13173011,Pembangunan Tandon Air Bersih Hydrant dan Rumah Pompa dan Cubicle PLN,0,LPSE Kementerian Keuangan Nusa Tenggara Timur,530981731,530981000,522373000,cv adithya
13171011,Pengadaan Infrastruktur Back-Up System OJK,0,Otoritas Jasa Keuangan,18100000000,17761229257,16813675313,PT. SINAR SURYA TEKNOLOGI
13170011,Pengadaan Perangkat Storage,0,Pusat Pelaporan dan Analisis Transaksi Keuangan,465550563,465550563,461511600,PT. LANGIT KREASI SOLUSINDO
13169011,Pengadaan Perangkat Network,0,Pusat Pelaporan dan Analisis Transaksi Keuangan,923146876,923146876,871750000,MITRA BUANA KOMPUTINDO
13168011,Pengadaan Barang SPT Tahunan 2014 dan Formulir LPAD pada Kanwil DJP Jawa Timur I II dan III ( LELANG BERSAMA ),0,LPSE Kementerian Keuangan Jawa Timur,5024628000,4852183570,3475356000,PT Temprina Media Grafika
13167011,Pengadaan Notebook,0,Badan Pemeriksa Keuangan RI Pusat,2600000000,2530000000,2118600000,PT. Arjuna Sinatria Amarta
13163011,Pengadaan/Pencetakan Formulir SPT Tahunan PPh Tahun Pajak 2014 beserta kelengkapannya pada Kantor Wilayah DJP Riau dan Kepulauan Riau,0,LPSE Kementerian Keuangan Riau,1232663000,1225463000,947022000,CV TRI AGUNG NASIONAL
13161011,Pengadaan Alat Tulis Kantor PPATK,0,Pusat Pelaporan dan Analisis Transaksi Keuangan,244102568,244102568,212085500,CV. Citra Gemilang Mandiri
13158011,Pengadaan Monitor Notebook dan Aplikasi Office,0,Komisi Pemberantasan Korupsi,1471698437,1471698437,,
13155011,Barang Cetakan Berupa SPT Tahunan PPh Beserta Kelengkapannya Pada Kanwil DJP Kalimantan Barat Tahun Anggaran 2014,0,LPSE Kementerian Keuangan Kalimantan Barat,600000000,570109100,498806000,CV. Artha Swan Jaya
