id,nama,status,agency,pagu,hps,penawaranmenang,pemenang,
25612014,Belanja Modal Pengadaan Alat-alat Peraga/Praktik Sekolah (Pengadaan Alat Praktek Perkapalan),0,Kabupaten Subang,893500000,886110500,875630400,CV. KIRAB,
25611014,Belanja Modal Pengadaan Alat-alat Peraga/Praktik Sekolah (Pengadaan Peralatan Matematika SMP),0,Kabupaten Subang,300000000,289575000,268500000,CV.BINTANG MUDA,
25610014,Belanja Modal Pengadaan Alat-alat Peraga/Praktik Sekolah (Pengadaan Peralatan IPS SMP),0,Kabupaten Subang,486000000,472068000,439668000,CV.RIZKY ADISTYA,
25609014,Belanja Modal Pengadaan Alat-alat Peraga/Praktik Sekolah (Pengadaan Alat Peraga Pendidikan Seni dan Budaya),0,Kabupaten Subang,273750000,271472400,216810000,cv.mamahibu,
25607014,Belanja Modal Pengadaan Alat-alat Peraga/Praktik Sekolah (Pengadaan Alat Peraga Pendidikan Matematika),0,Kabupaten Subang,834400000,821440000,762482000,CV. CENDANA KOMITINDO,
25605014,Belanja Modal Pengadaan Alat-alat Peraga/Praktik Sekolah (Pengadaan Alat Peraga Pendidikan IPA),0,Kabupaten Subang,708000000,699734400,524064000,cv.wahana cahaya sakti,
25604014,Belanja Modal Pengadaan Alat-alat Peraga/Praktik Sekolah (Pengadaan Alat Peraga Pendidikan Bahasa),0,Kabupaten Subang,831760000,822317600,615502400,CV. INDAH PRATAMA,
25603014,Belanja Bahan/Bibit Tanaman dan Bahan Kimia,0,-,362800000,359480000,329960000,Cahaya Mulia,
25602014,Pengadaan Peralatan Matematika Jenjang SD,0,Kabupaten Karawang,969990000,962271000,893338000,CV.RIZKY ADISTYA,
25601014,Belanja Modal Pengadaan Buku Pengayaan Perpustakaan Sekolah Tingkat Pendidikan Dasar Di Disdikpora Kab Bandung Barat SD dan SMP,0,-,1987500000,1968949000,1934175375,CV MARGANA HITA MANDIRI,
25599014,Belanja Modal Pengadaan Alat-alat Peraga/Praktik Sekolah (Pengadaan Peralatan Biologi untuk SMP),0,Kabupaten Subang,2486600000,2477464000,2449050000,AGSIWA ILLAHI,
25598014,Pengadaan Paket KIT Peraga Percobaan Fisika SMP,0,Kabupaten Subang,2486600000,2476149000,2444999000,PT. VICTORIA NUANSA KARYA,
25597014,Pengadaan Revitalisasi Alat Pembelajaran Menggunakan Media Animasi Sebagai Percepatan Pemahaman Siswa terhadap Bahan Ajar yang Diperuntukan Bagi Siswa Menengah Pertama (SMP) Kab. Subang,0,Kabupaten Subang,4933500000,4894500000,4766190000,PT. JAYA ELEKTRA MANDIRI,
25596014,Pengadaan Alat Pembaruan Pembelajaran Menyenangkan Dalam Upaya Peningkatan Mutu Pendidikan Menggunakan Media Animasi yang diperuntukan bagi Sekolah Dasar (SD) Kabupaten Subang,0,Kabupaten Subang,2150500000,2133500000,2055130000,RAF INOVASI,
25595014,Belanja Barang untu diberikan kepada Pemenang Perlombaan,0,Kementerian Perindustrian,880000000,275027500,,,
25594014,PENGADAAN ALAT MEDIS DAK (LUNCURAN 2013,0,Kabupaten Karawang,2019941000,1597078000,1595550000,PT. Gemilang Indah Lestari,
25593014,Pengadaan Alat Peraga Pendidikan IPA Komperhensif dan IPS Interaktif Berbasis Kurikulum Tahun 2013 Untuk Jenjang Sekolah Dasar (SD) Kabupaten Garut (Banprov),0,Kabupaten Garut,3400000000,3399000000,3381356000,PT. PANCA DAYA INTAN PERKASA,
25592014,elanja Barang yang akan Diserahkan kepada Masyarakat (Pengadaan Benih dan Bibit),0,Kabupaten Subang,223500000,223500000,217035000,Rahayu Agalat,
25591014,Belanja Bahan Kimia dan Belanja Bahan Pendukung Kegiatan Pertanian,0,Kabupaten Subang,236000000,235945000,234506000,CV. IMAM JAYA,
25588014,Pengadaan Peralatan Sains Digital Untuk SMA (Banprov),0,Kabupaten Garut,3923500000,3872770000,3811010500,CV. KENZIE,
25587014,Pengadaan Peralatan Sains Digital Untuk SMP (Banprov),0,Kabupaten Garut,2619500000,2594540000,2554409000,CV BAGASKORO MULIA BAROKAH,
25586014,Pengadaan Peralatan Sains Digital Untuk SD (Banprov),0,Kabupaten Garut,1972000000,1951120000,1921911200,CV. DUTA KARYA PERKASA,
25585014,Pengadaan Komputer Dinas kesehatan Kota Sukabumi,0,-,312500000,308690400,306790000,CV. CIKARPAK DARAJAT,
25584014,Belanja Barang yang akan diserahkan kepada Masyarakat (Pengadaan Alat Tangkap Jaring Insang (gill net)),0,Kabupaten Subang,352000000,351352000,348050000,CV. PERBAC MULYA SARI,
25583014,Belanja Modal Pengadaan Generator Set (Genset),0,Kabupaten Subang,2194175000,2138875000,2100000000,CV.PAYUNG AGUNG,
25582014,Belanja Modal Pengadaan Lampu PJU Double Ornament Jl Jend A. Yani,0,-,340000000,340000000,332004000,CV. Putra Dwi Perkasa,
25581014,Belanja Modal Pengadaan lampu PJU Double Ornament Jl. Ir.H. Djuanda,0,-,340000000,340000000,333157000,Biro Teknik Rochmat,
25580014,Pengadaan Jasa Audit Atas Laporan Keuangan Universitas Padjadjaran Tahun Buku 2014,0,Kementerian Pendidikan dan Kebudayaan,400000000,329175000,230067200,Kantor Akuntan Publik Wisnu B. Soewito & Rekan,
25579014,Pengadaan Buku Referensi Ensiklopedia Tingkat SMA (Banprov),0,Kabupaten Garut,1995000000,1945124000,1939048800,CV. RYANDA,
25578014,Pengadaan Buku Referensi Ensiklopedia Tingkat SMP (Banprov),0,Kabupaten Garut,1480500000,1443317000,1438529000,CV.ALPHA OMEGA,
25577014,Pengadaan Buku Referensi Ensiklopedia Tingkat SD (Banprov),0,Kabupaten Garut,1482000000,1444950000,1437540000,CV. FIRA,
25576014,Kegiatan Pembinaan Upaya Kesehatan Rujukan Pengadaan Alat Kesehatan Kedokteran dan KB,0,Kabupaten Garut,8472464000,8238287000,8035425600,PT. LODAYA TRIGAYA PUTRA,
25575014,Pengadaan Peralatan Pendidikan Jasmani Olahraga dan Kesehatan SD (Lanjutan DAK 2013),0,Kabupaten Garut,731400000,719506000,697771800,CV. KURNIA JAYA,
25574014,Pengadaan Peralatan Pendidikan Bahasa SD (Lanjutan DAK 2013),0,Kabupaten Garut,579450000,549864000,528660000,CV. MULTI GUNA PRIMA,
25573014,Pengadaan Peralatan Pendidikan IPS SD (Lanjutan DAK 2013),0,Kabupaten Garut,324000000,315266000,303396800,CV ARIZKA,
25572014,Pengadaan Peralatan Pendidikan IPA SD (Lanjutan DAK 2013),0,Kabupaten Garut,448200000,433982000,398441300,ZOMANTARA CIPTA SARANA,
25571014,Pengadaan Peralatan Pendidikan Matematika SD (Lanjutan DAK 2013),0,Kabupaten Garut,528962400,513301000,500671800,CV. Griya Samudera,
25568014,PENGADAAN PERLENGKAPAN GEDUNG KANTOR UNTUK BELANJA MODAL PENGADAAN PERLENGKAPAN KANTOR,0,Kabupaten Karawang,279000000,261470000,239657000,CV. SINAR PELITA,
25567014,PENGADAAN PERLENGKAPAN GEDUNG KANTOR UNTUK BELANJA MODAL PENGADAAN KOMPUTER,0,Kabupaten Karawang,340500000,297805750,234949000,CITRA UTAMA,
25566014,Belanja Modal Pengadaan Tempat Tidur/ Pengadaan Tempat Tidur Pasien,0,-,1830000000,1825304200,1551508547,PT. LAMINDO UTAMA,
25565014,Belanja Barang Non Operasional Lainnya (Pengadaan Tinta/Ribbon Film Printer dan Pembersih Printer),0,Kabupaten Subang,1897398000,1852550000,1758218000,PT. SISMA DUTA PERTIWI,
25564014,Belanja Modal Pengadaan Perangkat Perekaman e-KTP,0,-,725000000,715907500,700507000,Syma,
25563014,Belanja Modal Pengadaan Tempat Tidur/ Pengadaan Tempat Tidur Pasien,0,-,1335000000,1292945000,961600000,PT. BERKAT MEKON INDAH,
25562014,Pengadaan Benih Ikan Untuk Bantuan Input Produksi Pasca Banjir Bagi Pembudidaya Ikan Di Kabupaten Karawang,0,Kabupaten Karawang,586200000,586200000,545166000,cv. multi karya wiguna,
25561014,Pengadaan Bahan Bangunan Kecamatan Bayongbong Cigedug Sukaresmi Cisurupan Cilawu,0,Kabupaten Garut,612730500,591086331,581491000,CV FAMILY MANDIRI,
25560014,Pengadaan Bahan Bangunan Kecamatan Cibatu Sukawening Karangtengah Kersamanah Malangbong,0,Kabupaten Garut,419756000,403902312,397256000,CV.SALUYU,
25559014,Pengadaan Bahan Bangunan Kecamatan Tarogong Kidul Tarogong Kaler Samarang Pasirwangi Banyuresmi,0,Kabupaten Garut,351899380,335547219,330877000,CV.Mitra Sarana Grahayasa,
25558014,Pengadaan Bahan Bangunan Kecamatan Garut Kota Karangpawitan Wanaraja Sucinaraja Pangatikan,0,Kabupaten Garut,448206500,428179787,419645000,CV. ADIK KARSA,
25557014,Belanja Modal Pengadaan Mesin Genset,0,-,328500000,310000000,297000000,izzata,
25556014,Pengadaan Alat Laboratorium bahasa Jenjang SMP,0,Kabupaten Karawang,2700000000,2700000000,2637676800,PT SIGMA SELARAS KOMPUTINDO,
25555014,Pengadaan Peralatan Pendidikan Seni Budaya dan Kesenian Jenjang SD,0,Kabupaten Karawang,348750000,341031000,314570000,CV. SURYA ALAM,
25554014,Pengadaan Peralatan IPS Jenjang SD,0,Kabupaten Karawang,595200000,570369000,476347930,PT.MENARA DAYA CIPTA,
25552014,Pengadaan Peralatan Pendidikan IPA Jenjang SD,0,Kabupaten Karawang,823050000,759066000,699322800,CV. RAHMAT ALAM SEMESTA,
25551014,Pengadaan Alat Laboratorium IPA Jenjang SMP,0,Kabupaten Karawang,950000000,950000000,886787000,CV. ARIF INDAH PERMATA,
25550014,Pengadaan Peralatan Pendidikan Jasmani Olahraga dan Kesehatan Jenjang SD,0,Kabupaten Karawang,1367100000,1339200000,1298800000,CV.CENDIKIA NUSANTARA,
25549014,Pengadaan Peralatan Olahraga Jenjang SMP,0,Kabupaten Karawang,640000000,606976000,588510000,CV. CENDANA KOMITINDO,
25548014,Belanja Perjalanan Umroh,0,Kota Sukabumi,690000000,690000000,688200000,PT. DUTA MINA DAHIRA WISATA,
25547014,Pengembangan Usaha Bengkel Motor Dan Mobil Tahun Anggaran 2014,0,Kabupaten Garut,261250000,254250000,251423150,CV.KARTIKA CENDANA,
25545014,Sekolah Lapang Pelaku PNPM,0,Kabupaten Subang,500000000,496885000,427700000,PT STARINDO LINTAS BUANA,
25543014,Pengadaan Belanja Komputer/PC,0,Kabupaten Subang,387500000,349054000,325600000,CV.KOMINDO PRIMA JAYA,
25542014,Belanja Barang Non Operasional Lainnya,0,-,1545202000,1492337000,1151930000,CV. ZULTAN DEWATA,
25541014,Belanja Modal Pengadaan Alat-alat Kedokteran Umum,0,Kabupaten Subang,3005379000,2851844300,2847625000,PT. Trimega Citra Karya,
25540014,Pengadaan Peralatan Kantor,0,Kementerian Riset Teknologi dan Pendidikan Tinggi,576000000,575737000,553234000,CV. RIZNA,
25534014,Pengadaan Peralatan Penunjang Medik Ruang Kamar Jenazah,0,-,712500000,699767000,669900000,PT. Vita Bella Fortuna,
25533014,Pengadaan Peralatan Medik,0,-,2272667000,2042389000,1865600000,PT. GUNA BHAKTI UTAMA,
25532014,Pengadaan Peralatan Medik Ruang Perawatan Intensive Care,0,-,4140920000,4070815000,3646192000,PT. KHARISMA PURNAWIRA NUGRAHA,
25531014,Pengadaan Peralatan Penunjang Medik Ruang CSSD,0,-,4748559000,3774949000,3568400000,PT. HOSPITEKNIKA ALKESINDO,
25530014,Pengadaan Peralatan Penunjang Medik Alat Kedokteran Radiologi,0,-,2200000000,2191528000,2169607000,PT. SINAR KEMAJUAN ABADI,
25529014,PEMBUATAN DED BALAI LATIHAN KERJA KECAMATAN RENGASDENGKLOK,0,Kabupaten Karawang,90000000,90000000,85954000,PT. Maza Pradita Sarana,
25528014,PEMBUATAN DED BALAI LATIHAN KERJA KECAMATAN PANGKALAN,0,Kabupaten Karawang,90000000,90000000,85954000,CV. ANIMA KARYA,
25527014,PEMBUATAN DED BALAI LATIHAN KERJA KECAMATAN CILAMAYA KULON,0,Kabupaten Karawang,90000000,90000000,85954000,PT. Inasa Sakha Kirana,
25526014,PEMBUATAN DED BALAI LATIHAN KERJA KECAMATAN KOTABARU,0,Kabupaten Karawang,90000000,90000000,85954000,PT. DEKA TARAPTI,
25520014,Pengadaan Agens Pengendali Hayati (Atraktan) Bagi Tanaman Kopi,0,Kabupaten Garut,360000000,356779500,350625000,CV. MUKTI MANDIRI,
25514014,Pengembangan Usaha Makanan Olahan Tahun Anggaran 2014,0,Kabupaten Garut,349900000,323749500,321101000,CV.KURNIA ABADI,
25512014,Belanja Modal Pengadaan Printer,0,-,388925000,385003300,383999000,PT. Mitra Prima Utama,
25510014,Belanja Modal Pengadaan Perlengkapan Rumah Sakit (Tempat Tidur Mobile 3 Crank Lengkap),0,Kabupaten Subang,1340000000,1310760000,1271600000,PT BETARI RIYADI,
25508014,Belanja Modal Pengadaan CCTV untuk penerapan ITS (Intelegent Transportation System),0,-,6774000000,6666265100,6498426000,PT.ARTHA SINAR GEMILANG,
25507014,Jasa Konsultansi Penelitian Revaluasi/Appraisal BMD Tahun 2014,0,-,428857500,426470000,403804500,KJPP FIRMAN AZIS & REKAN,
25506014,Pengadaan Blanko KTP SIAK,0,Kabupaten Karawang,354000000,350460000,348810000,PT. CERYA RIAU MANDIRI PRINTING,
25504014,Pengadaan Air Baku Irigasi dan Menggunakan Pompa Air Tanpa Motor Kec. Klari,0,Kabupaten Karawang,519275000,518500000,503050000,CV. DAVIED & CO,
25502014,Pengadaan Barang Bercorak Kesenian dan Kebudayaan,0,Arsip Nasional Republik Indonesia,381000000,379369859,354055000,CV. ATHALLAH TXL84,
25500014,Perpanjangan Lisensi Antivirus Kaspersky Universitas Padjadjaran Tahun Anggaran 2014,0,Kementerian Pendidikan dan Kebudayaan,250000000,247500000,176990000,CV. MUKTI JAYA UTAMA,
25499014,Belanja Makanan dan Mnuman Pasien (MP ASI 2T BGM : 880 org x 90 hr),0,-,594000000,592611000,590581948,CV. UNIVERSAL STUDIO,
25497014,Belanja Bibit tanaman Hutan Rakyat Bibit Penghijauan Lingkungan Bahan Baku Kegiatan dan Bahan kimia,0,-,830000000,776000000,764065000,CV. KURNIA JAYA,
25496014,Belanja Barang yang akan diserahkan kepada Masyarakat (Pengadaan Peralatan UPR),0,Kabupaten Subang,277114200,275760000,270240000,cv. sinar buana,
25495014,Belanja Barang yang akan diserahkan kepada Masyarakat (Pengadaan Alat Tangkap Jaring Udang (Trammel Net)),0,Kabupaten Subang,297000000,296748000,295988000,PALUGADA,
25493014,Belanja Jasa Konsultansi Perencanaan DED Pembangunan Gedung Pusat Penunjang,0,-,324105000,198800000,192324000,PT. WINAGUNA SARANA TEKNIK,
25492014,Belanja Jasa konsultansi Perencanaan DED Pembangunan Gedung IBS,0,-,213225000,195400000,194320000,CV.GRIYA LOKA,
25491014,Sarana dan Prasarana daerah Tertinggal Jalan Desa Mulyajaya,0,Kabupaten Garut,650000000,635566000,579681000,CV. PRAKASA,
25490014,Pengadaan Alat Kedokteran Umum Puskesmas,0,Kabupaten Garut,626400000,545490000,504600000,PT. SINAR KEMAJUAN ABADI,
25489014,Pengadaan Komputer Keperluan Penunjang Pendidikan Fakultas Matematika Dan Ilmu Pengetahuan Alam Universitas Padjadjaran,0,Kementerian Pendidikan dan Kebudayaan,485000000,482240000,422382400,PT. SIDOLA,
25487014,Belanja Modal Pengadaan Alat Sarana Rantai Dingin di tempat Pelelangan Ikan,0,Kabupaten Subang,245300000,235135000,185108000,CV. KARYA PERDANA ABADI,
25485014,Belanja Bahan Kimia (Belanja Bahan Reagen Laboratorium RSUD Cililin),0,-,500000000,496915850,482020000,PT. YUNIA YOGA FARMA,
25484014,Pengadaan Jasa Konsultansi Perencanaan / DED Pembangunan Rumah Sakit Lembursitu,0,-,244000000,199200000,191262000,PT. GELAR BUANA PERSADA,
25483014,Pengadaan Alat Tangkap Ikan (Jaring Kopet Dan Jaring Millenium),0,-,813591200,813591200,751391600,CV. Studio 66,
25482014,Pengadaan Alat Tangkap Ikan (Jaring Udang Jaring Rajungan Dan Bubu Rajungan),0,-,799995100,799995100,732939500,BADIA KARYA CV,
25481014,Pembangunan Jembatan Akses Ke Rencana Kecamatan Rawamerta,0,Kabupaten Karawang,345300000,345300000,321621000,CV. AMELIA INDAH,
25480014,Pembuatan Jembatan Gonjing Waringin Karya,0,Kabupaten Karawang,492200000,492200000,476781000,CV.HARTIKA ALAM,
25479014,Pembangunan Jembatan Leuweung Eunteung Desa Sukasari Kec. Cibuaya,0,Kabupaten Karawang,492200000,492200000,482346000,cv.fajar mandiri,
25478014,Peningkatan Jalan Mekarbuana - Curug Cigeuntis (Lanjutan),0,Kabupaten Karawang,267950000,267950000,240989000,CV. KARYA CIPTA INDAH,
25477014,Peningkatan Jalan Wadas - Tempuran,0,Kabupaten Karawang,393200000,393200000,361738000,CV. AGEM,
25476014,Program Pembangunan Infrastruktur Perdesaan; Normalisasi Drainase Jalan Ronggowaluyo Desa Sukaharja Kec. TeLukjambe Timur,0,Kabupaten Karawang,531000000,531000000,520300000,CV. MUNCUL BARU,
25475014,Normalisasi Drainase Jalan AR Hakim (Niaga),0,Kabupaten Karawang,492200000,492200000,482500000,CV. WISDA JAYA,
25474014,Normalisasi Drainase Jalan Tohir Mangkudilaga - Jalan Husni Hamid - Jalan Jakarta,0,Kabupaten Karawang,492200000,492200000,482700000,CV. INTAN WIDURI,
25472014,Pembangunan Infrastruktur Perdesaan Pembangunan Jembatan Cimangli Dusun Gongcai 1 Kec. Batujaya,0,Kabupaten Karawang,245200000,245200000,241768000,CV. ISTIQOMAH,
25471014,Pembangunan Infrastruktur Perdesaan Pembangunan Jembatan Gudang Aset Kantor DPPKAD Kab. Karawang,0,Kabupaten Karawang,294200000,294200000,271741000,cv. hutami & co,
25466014,Pengadaan Kelengkapan Puskesmas Keliling,0,-,750000000,332362800,326155500,PT. DHYAS MITRA USAHA,
25465014,Pengadaan Peralatan Pendidikan dan Perkantoran untuk keperluan Universitas Pendidikan Indonesia (UPI) Tahun Anggaran 2014,0,Kementerian Pendidikan dan Kebudayaan,734000000,734000000,728431000,CV. UNIVERSAL STUDIO,
25464014,Belanja Modal Pengadaan Mobil Perpustakaan Keliling,0,-,390000000,385000000,369600000,NINO JAYA PERSADA,
25462014,PEMBUATAN PAGAR DAN PINTU GERBANG DINAS PERHUBUNGAN KOMUNIKASI DAN INFORMATIKA,0,Kabupaten Karawang,291730000,289097000,254671000,CV. SINAR SAKTI,
25460014,Pengadaan Meubelair Untuk Keperluan Perkantoran FEB Universitas Padjadjaran Tahun Anggaran 2014,0,Kementerian Pendidikan dan Kebudayaan,600700000,600316453,542030500,CV. BANYU ASIN,
25459014,Pengaspalan Jalan,0,Kabupaten Subang,708621000,708621000,687300000,CV. MARELLA,
25458014,Pengadaan Jasa Konsultansi Pemdamping Sistem Manajemen Mutu 9001:2008 di Dinas Pengelolaan Sampah Pertamanan dan Pemakaman,0,Arsip Nasional Republik Indonesia,150000000,114180000,98340000,PT. PROGRESSA INTI SOLUSI,
25457014,Pengadaan Jasa Konsultansi Pendamping Sistem Manajemen Mutu ISO 9001 : 2008 di Dinas Kependudukan dan Pencatatan Sipil,0,Arsip Nasional Republik Indonesia,150000000,114180000,111100000,PT. GALORE INDONESIA,
25454014,Pengadaan Sarana Pengolahan Mocaf / Ubi Kayu Tepung di Kabupaten Cianjur (Belanja Peralatan dan Mesin untuk diserahkan kepada Masyarakat/Pemda),0,Provinsi Jawa Barat,222000000,221880000,219615000,CV.BAYU SENTANA MANDIRI,
25453014,Pengadaan Sarana Penggilingan Padi di Kabupaten Subang (Belanja Peralatan dan Mesin untuk Diserahkan Kepada Masyarakat/ Pemda),0,Provinsi Jawa Barat,350000000,349918080,325000000,MUSLIH SAPUTRI,
25452014,Rehabilitasi Jalan Tasikmalaya - Karangnunggal (ABT) (22 Km),0,-,3631383800,3631383800,3039807720,jaya sakti alam mandiri. pt,
25450014,Belanja Alat Laboratorium untuk Pemeriksaaan Kimia dll( UPT RSUD Lembang),0,-,871802150,864089600,861100000,PT. INTAN MADANIA UTAMA,
25449014,Belanja Alat Laboratorium untuk Pemeriksaaan Kimia dll ( UPT RSUD Cililin),0,-,1165130972,1161233725,1148840000,PT. Muara Sakti,
25448014,Belanja Modal Pengadaan Alat - Alat Kesehatan,0,-,1350000000,1335122500,1289288000,PT. LAMINDO UTAMA,
25442014,Belanja Mobil Komando Pemadam Kebakaran,0,-,700000000,699985000,684200000,CV. TRIFINDO UTAMA,
25441014,Pengadaan Furniture Keperluan Asrama Mahasiswa Universitas Padjadjaran 2014,0,Kementerian Pendidikan dan Kebudayaan,1622500000,1535728700,1479720000,CV. JAYA MUKTI MANDIRI,
25440014,Perpanjangan Lisensi Microsoft OVS-ES Tahun Anggaran 2014,0,Kementerian Pendidikan dan Kebudayaan,400000000,395666700,357500000,PT Wijaya Lintas Komindo,
25439014,Pengadaan Alat Lab Berupa Alat Audio dan Sound System STSI Bandung Tahun Anggaran 2014 (lelang ulang),0,Kementerian Riset Teknologi dan Pendidikan Tinggi,708500000,708300000,681282000,CV.Java Anderpati,
